$GNGGA,074532.00,4003.274778,N,11617.783931,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074533.00,4003.274791,N,11617.783899,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074534.00,4003.274782,N,11617.783877,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074535.00,4003.274792,N,11617.783856,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074536.00,4003.274787,N,11617.783858,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074537.00,4003.274792,N,11617.783866,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074538.00,4003.274800,N,11617.783885,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074539.00,4003.274800,N,11617.783934,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074540.00,4003.274797,N,11617.783894,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074541.00,4003.274800,N,11617.783879,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074542.00,4003.274810,N,11617.783882,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074543.00,4003.274826,N,11617.783871,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074544.00,4003.274814,N,11617.783893,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074545.00,4003.274823,N,11617.783871,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074546.00,4003.274802,N,11617.783849,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074547.00,4003.274811,N,11617.783821,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074548.00,4003.274845,N,11617.783719,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074549.00,4003.274837,N,11617.783693,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074550.00,4003.274856,N,11617.783665,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074551.00,4003.274852,N,11617.783620,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074552.00,4003.274843,N,11617.783583,E,1,15,0.96,39.8,M,-8.7,M,,*
